%_Annual_J-D__________________ L-OTI(^S^o^N^C) Change 1957-2017                  
%   i   j     lon     lat    array(i,j)
 152  72  123.00   53.00        1.9155
 153  72  125.00   53.00        1.9155
 154  72  127.00   53.00        1.8894
 155  72  129.00   53.00        1.8894
 156  72  131.00   53.00        1.8501
 157  72  133.00   53.00        1.8370
 158  72  135.00   53.00        1.8008
 159  72  137.00   53.00        1.7645
 160  72  139.00   53.00        1.7495
 161  72  141.00   53.00        1.7045
 162  72  143.00   53.00        1.7045
 163  72  145.00   53.00        1.6908
 164  72  147.00   53.00        1.6908
 165  72  149.00   53.00        1.0513
 166  72  151.00   53.00        0.8381
 167  72  153.00   53.00        1.2990
 168  72  155.00   53.00        1.7600
 169  72  157.00   53.00        1.6079
 170  72  159.00   53.00        1.1516
 171  72  161.00   53.00        1.1516
 172  72  163.00   53.00        0.7233
 173  72  165.00   53.00        0.7233
 174  72  167.00   53.00        0.6715
 175  72  169.00   53.00        0.6543
 176  72  171.00   53.00        0.9168
 177  72  173.00   53.00        1.1793
 178  72  175.00   53.00        1.0266
 179  72  177.00   53.00        0.5684
 180  72  179.00   53.00        0.5684
   1  73 -179.00   55.00        0.7861
   2  73 -177.00   55.00        0.7861
   3  73 -175.00   55.00        0.7403
   4  73 -173.00   55.00        0.7251
   5  73 -171.00   55.00        1.0057
   6  73 -169.00   55.00        1.2863
   7  73 -167.00   55.00        1.3736
   8  73 -165.00   55.00        1.6357
   9  73 -163.00   55.00        1.6357
  10  73 -161.00   55.00        1.2637
  11  73 -159.00   55.00        1.2637
  12  73 -157.00   55.00        0.7756
  13  73 -155.00   55.00        0.6128
  14  73 -153.00   55.00        0.5257
  15  73 -151.00   55.00        0.4385
  16  73 -149.00   55.00        0.4340
  17  73 -147.00   55.00        0.4202
  18  73 -145.00   55.00        0.4202
  19  73 -143.00   55.00        0.5085
  20  73 -141.00   55.00        0.5085
  21  73 -139.00   55.00        0.5333
  22  73 -137.00   55.00        0.5416
  23  73 -135.00   55.00        0.9141
  24  73 -133.00   55.00        1.2867
  25  73 -131.00   55.00        1.2694
  26  73 -129.00   55.00        1.2176
  27  73 -127.00   55.00        1.2176
  28  73 -125.00   55.00        1.2085
  29  73 -123.00   55.00        1.2085
  30  73 -121.00   55.00        1.2425
  31  73 -119.00   55.00        1.2539
  32  73 -117.00   55.00        1.3003
  33  73 -115.00   55.00        1.3467
  34  73 -113.00   55.00        1.3756
  35  73 -111.00   55.00        1.4622
  36  73 -109.00   55.00        1.4622
  37  73 -107.00   55.00        1.5477
  38  73 -105.00   55.00        1.5477
  39  73 -103.00   55.00        1.5873
  40  73 -101.00   55.00        1.6004
  41  73  -99.00   55.00        1.6245
  42  73  -97.00   55.00        1.6486
  43  73  -95.00   55.00        1.6651
  44  73  -93.00   55.00        1.7145
  45  73  -91.00   55.00        1.7145
  46  73  -89.00   55.00        1.7884
  47  73  -87.00   55.00        1.7884
  48  73  -85.00   55.00        1.7652
  49  73  -83.00   55.00        1.7574
  50  73  -81.00   55.00        1.7085
  51  73  -79.00   55.00        1.6596
  52  73  -77.00   55.00        1.6344
  53  73  -75.00   55.00        1.5586
  54  73  -73.00   55.00        1.5586
  55  73  -71.00   55.00        1.4791
  56  73  -69.00   55.00        1.4791
  57  73  -67.00   55.00        1.4216
  58  73  -65.00   55.00        1.4024
  59  73  -63.00   55.00        1.3576
  60  73  -61.00   55.00        1.3128
  61  73  -59.00   55.00        1.3166
  62  73  -57.00   55.00        1.3279
  63  73  -55.00   55.00        1.3279
  64  73  -53.00   55.00        1.1260
  65  73  -51.00   55.00        1.1260
  66  73  -49.00   55.00        0.8427
  67  73  -47.00   55.00        0.7483
  68  73  -45.00   55.00        0.5923
  69  73  -43.00   55.00        0.4364
  70  73  -41.00   55.00        0.3805
  71  73  -39.00   55.00        0.2131
  72  73  -37.00   55.00        0.2131
  73  73  -35.00   55.00        0.1624
  74  73  -33.00   55.00        0.1624
  75  73  -31.00   55.00        0.1888
  76  73  -29.00   55.00        0.1976
  77  73  -27.00   55.00        0.2503
  78  73  -25.00   55.00        0.3029
  79  73  -23.00   55.00        0.3293
  80  73  -21.00   55.00        0.4086
  81  73  -19.00   55.00        0.4086
  82  73  -17.00   55.00        0.5113
  83  73  -15.00   55.00        0.5113
  84  73  -13.00   55.00        0.8542
  85  73  -11.00   55.00        0.9685
  86  73   -9.00   55.00        1.1953
  87  73   -7.00   55.00        1.4221
  88  73   -5.00   55.00        1.4681
  89  73   -3.00   55.00        1.6060
  90  73   -1.00   55.00        1.6060
  91  73    1.00   55.00        1.1518
  92  73    3.00   55.00        1.1518
  93  73    5.00   55.00        1.4296
  94  73    7.00   55.00        1.5223
  95  73    9.00   55.00        1.6812
  96  73   11.00   55.00        1.8401
  97  73   13.00   55.00        1.8492
  98  73   15.00   55.00        1.8764
  99  73   17.00   55.00        1.8764
 100  73   19.00   55.00        1.9054
 101  73   21.00   55.00        1.9054
 102  73   23.00   55.00        1.9340
 103  73   25.00   55.00        1.9435
 104  73   27.00   55.00        1.9691
 105  73   29.00   55.00        1.9946
 106  73   31.00   55.00        2.0056
 107  73   33.00   55.00        2.0385
 108  73   35.00   55.00        2.0385
 109  73   37.00   55.00        2.0468
 110  73   39.00   55.00        2.0468
 111  73   41.00   55.00        2.0270
 112  73   43.00   55.00        2.0204
 113  73   45.00   55.00        1.9978
 114  73   47.00   55.00        1.9752
 115  73   49.00   55.00        1.9620
 116  73   51.00   55.00        1.9223
 117  73   53.00   55.00        1.9223
 118  73   55.00   55.00        1.8743
 119  73   57.00   55.00        1.8743
 120  73   59.00   55.00        1.8434
 121  73   61.00   55.00        1.8331
 122  73   63.00   55.00        1.8239
 123  73   65.00   55.00        1.8147
 124  73   67.00   55.00        1.8219
 125  73   69.00   55.00        1.8434
 126  73   71.00   55.00        1.8434
 127  73   73.00   55.00        1.8978
 128  73   75.00   55.00        1.8978
 129  73   77.00   55.00        1.9449
 130  73   79.00   55.00        1.9606
 131  73   81.00   55.00        1.9880
 132  73   83.00   55.00        2.0154
 133  73   85.00   55.00        2.0231
 134  73   87.00   55.00        2.0461
 135  73   89.00   55.00        2.0461
 136  73   91.00   55.00        2.0590
 137  73   93.00   55.00        2.0590
 138  73   95.00   55.00        2.0561
 139  73   97.00   55.00        2.0552
 140  73   99.00   55.00        2.0394
 141  73  101.00   55.00        2.0235
 142  73  103.00   55.00        2.0111
 143  73  105.00   55.00        1.9738
 144  73  107.00   55.00        1.9738
 145  73  109.00   55.00        1.9329
 146  73  111.00   55.00        1.9329
 147  73  113.00   55.00        1.9233
 148  73  115.00   55.00        1.9201
 149  73  117.00   55.00        1.9325
 150  73  119.00   55.00        1.9450
 151  73  121.00   55.00        1.9518
 152  73  123.00   55.00        1.9722
 153  73  125.00   55.00        1.9722
 154  73  127.00   55.00        1.9720
 155  73  129.00   55.00        1.9720
 156  73  131.00   55.00        1.9535
 157  73  133.00   55.00        1.9473
 158  73  135.00   55.00        1.9294
 159  73  137.00   55.00        1.9115
 160  73  139.00   55.00        1.9054
 161  73  141.00   55.00        1.8869
 162  73  143.00   55.00        1.8869
 163  73  145.00   55.00        1.8798
 164  73  147.00   55.00        1.8798
 165  73  149.00   55.00        1.0975
 166  73  151.00   55.00        0.8367
 167  73  153.00   55.00        1.3519
 168  73  155.00   55.00        1.8671
 169  73  157.00   55.00        1.8518
 170  73  159.00   55.00        1.8060
 171  73  161.00   55.00        1.8060
 172  73  163.00   55.00        0.9488
 173  73  165.00   55.00        0.9488
 174  73  167.00   55.00        0.8965
 175  73  169.00   55.00        0.8791
 176  73  171.00   55.00        0.8523
 177  73  173.00   55.00        0.8256
 178  73  175.00   55.00        0.8248
 179  73  177.00   55.00        0.8224
 180  73  179.00   55.00        0.8224
   1  74 -179.00   57.00        0.9377
   2  74 -177.00   57.00        0.9377
   3  74 -175.00   57.00        0.9584
   4  74 -173.00   57.00        0.9653
   5  74 -171.00   57.00        1.5459
   6  74 -169.00   57.00        2.1264
   7  74 -167.00   57.00        1.9622
   8  74 -165.00   57.00        1.4695
   9  74 -163.00   57.00        1.4695
  10  74 -161.00   57.00        1.9191
  11  74 -159.00   57.00        1.9191
  12  74 -157.00   57.00        1.3742
  13  74 -155.00   57.00        1.1926
  14  74 -153.00   57.00        1.1155
  15  74 -151.00   57.00        1.0384
  16  74 -149.00   57.00        0.8834
  17  74 -147.00   57.00        0.4184
  18  74 -145.00   57.00        0.4184
  19  74 -143.00   57.00        0.5067
  20  74 -141.00   57.00        0.5067
  21  74 -139.00   57.00        0.8983
  22  74 -137.00   57.00        1.0288
  23  74 -135.00   57.00        1.2555
  24  74 -133.00   57.00        1.4823
  25  74 -131.00   57.00        1.4661
  26  74 -129.00   57.00        1.4177
  27  74 -127.00   57.00        1.4177
  28  74 -125.00   57.00        1.3946
  29  74 -123.00   57.00        1.3946
  30  74 -121.00   57.00        1.4184
  31  74 -119.00   57.00        1.4263
  32  74 -117.00   57.00        1.4697
  33  74 -115.00   57.00        1.5131
  34  74 -113.00   57.00        1.5378
  35  74 -111.00   57.00        1.6119
  36  74 -109.00   57.00        1.6119
  37  74 -107.00   57.00        1.6807
  38  74 -105.00   57.00        1.6807
  39  74 -103.00   57.00        1.7258
  40  74 -101.00   57.00        1.7409
  41  74  -99.00   57.00        1.7798
  42  74  -97.00   57.00        1.8188
  43  74  -95.00   57.00        1.8464
  44  74  -93.00   57.00        1.9291
  45  74  -91.00   57.00        1.9291
  46  74  -89.00   57.00        2.0056
  47  74  -87.00   57.00        2.0056
  48  74  -85.00   57.00        1.9289
  49  74  -83.00   57.00        1.9034
  50  74  -81.00   57.00        1.8195
  51  74  -79.00   57.00        1.7356
  52  74  -77.00   57.00        1.6867
  53  74  -75.00   57.00        1.5401
  54  74  -73.00   57.00        1.5401
  55  74  -71.00   57.00        1.4077
  56  74  -69.00   57.00        1.4077
  57  74  -67.00   57.00        1.3307
  58  74  -65.00   57.00        1.3050
  59  74  -63.00   57.00        1.2517
  60  74  -61.00   57.00        1.1985
  61  74  -59.00   57.00        1.2365
  62  74  -57.00   57.00        1.3506
  63  74  -55.00   57.00        1.3506
  64  74  -53.00   57.00        1.0513
  65  74  -51.00   57.00        1.0513
  66  74  -49.00   57.00        0.8439
  67  74  -47.00   57.00        0.7747
  68  74  -45.00   57.00        0.6159
  69  74  -43.00   57.00        0.4572
  70  74  -41.00   57.00        0.3915
  71  74  -39.00   57.00        0.1946
  72  74  -37.00   57.00        0.1946
  73  74  -35.00   57.00        0.1112
  74  74  -33.00   57.00        0.1112
  75  74  -31.00   57.00        0.1207
  76  74  -29.00   57.00        0.1239
  77  74  -27.00   57.00        0.1736
  78  74  -25.00   57.00        0.2234
  79  74  -23.00   57.00        0.2527
  80  74  -21.00   57.00        0.3406
  81  74  -19.00   57.00        0.3406
  82  74  -17.00   57.00        0.4632
  83  74  -15.00   57.00        0.4632
  84  74  -13.00   57.00        0.5597
  85  74  -11.00   57.00        0.5919
  86  74   -9.00   57.00        1.0055
  87  74   -7.00   57.00        1.4190
  88  74   -5.00   57.00        1.4633
  89  74   -3.00   57.00        1.5962
  90  74   -1.00   57.00        1.5962
  91  74    1.00   57.00        0.9756
  92  74    3.00   57.00        0.9756
  93  74    5.00   57.00        1.3320
  94  74    7.00   57.00        1.4508
  95  74    9.00   57.00        1.6529
  96  74   11.00   57.00        1.8551
  97  74   13.00   57.00        1.8667
  98  74   15.00   57.00        1.9015
  99  74   17.00   57.00        1.9015
 100  74   19.00   57.00        1.9418
 101  74   21.00   57.00        1.9418
 102  74   23.00   57.00        1.9806
 103  74   25.00   57.00        1.9935
 104  74   27.00   57.00        2.0207
 105  74   29.00   57.00        2.0479
 106  74   31.00   57.00        2.0565
 107  74   33.00   57.00        2.0824
 108  74   35.00   57.00        2.0824
 109  74   37.00   57.00        2.0787
 110  74   39.00   57.00        2.0787
 111  74   41.00   57.00        2.0511
 112  74   43.00   57.00        2.0419
 113  74   45.00   57.00        2.0135
 114  74   47.00   57.00        1.9850
 115  74   49.00   57.00        1.9708
 116  74   51.00   57.00        1.9283
 117  74   53.00   57.00        1.9283
 118  74   55.00   57.00        1.8785
 119  74   57.00   57.00        1.8785
 120  74   59.00   57.00        1.8517
 121  74   61.00   57.00        1.8428
 122  74   63.00   57.00        1.8379
 123  74   65.00   57.00        1.8330
 124  74   67.00   57.00        1.8405
 125  74   69.00   57.00        1.8631
 126  74   71.00   57.00        1.8631
 127  74   73.00   57.00        1.9178
 128  74   75.00   57.00        1.9178
 129  74   77.00   57.00        1.9599
 130  74   79.00   57.00        1.9740
 131  74   81.00   57.00        1.9983
 132  74   83.00   57.00        2.0226
 133  74   85.00   57.00        2.0299
 134  74   87.00   57.00        2.0517
 135  74   89.00   57.00        2.0517
 136  74   91.00   57.00        2.0581
 137  74   93.00   57.00        2.0581
 138  74   95.00   57.00        2.0527
 139  74   97.00   57.00        2.0508
 140  74   99.00   57.00        2.0373
 141  74  101.00   57.00        2.0237
 142  74  103.00   57.00        2.0138
 143  74  105.00   57.00        1.9844
 144  74  107.00   57.00        1.9844
 145  74  109.00   57.00        1.9561
 146  74  111.00   57.00        1.9561
 147  74  113.00   57.00        1.9567
 148  74  115.00   57.00        1.9569
 149  74  117.00   57.00        1.9745
 150  74  119.00   57.00        1.9920
 151  74  121.00   57.00        2.0012
 152  74  123.00   57.00        2.0288
 153  74  125.00   57.00        2.0288
 154  74  127.00   57.00        2.0547
 155  74  129.00   57.00        2.0547
 156  74  131.00   57.00        2.0581
 157  74  133.00   57.00        2.0592
 158  74  135.00   57.00        2.0541
 159  74  137.00   57.00        2.0489
 160  74  139.00   57.00        2.0500
 161  74  141.00   57.00        2.0534
 162  74  143.00   57.00        2.0534
 163  74  145.00   57.00        2.0515
 164  74  147.00   57.00        2.0515
 165  74  149.00   57.00        1.5391
 166  74  151.00   57.00        1.3683
 167  74  153.00   57.00        1.6760
 168  74  155.00   57.00        1.9837
 169  74  157.00   57.00        1.9667
 170  74  159.00   57.00        1.9157
 171  74  161.00   57.00        1.9157
 172  74  163.00   57.00        1.4503
 173  74  165.00   57.00        1.4503
 174  74  167.00   57.00        1.1877
 175  74  169.00   57.00        1.1001
 176  74  171.00   57.00        1.0828
 177  74  173.00   57.00        1.0654
 178  74  175.00   57.00        1.0559
 179  74  177.00   57.00        1.0275
 180  74  179.00   57.00        1.0275
   1  75 -179.00   59.00        1.0520
   2  75 -177.00   59.00        1.0520
   3  75 -175.00   59.00        1.3789
   4  75 -173.00   59.00        1.4878
   5  75 -171.00   59.00        1.7768
   6  75 -169.00   59.00        2.0658
   7  75 -167.00   59.00        2.0456
   8  75 -165.00   59.00        1.9850
   9  75 -163.00   59.00        1.9850
  10  75 -161.00   59.00        1.9445
  11  75 -159.00   59.00        1.9445
  12  75 -157.00   59.00        1.9258
  13  75 -155.00   59.00        1.9196
  14  75 -153.00   59.00        1.8995
  15  75 -151.00   59.00        1.8794
  16  75 -149.00   59.00        1.6364
  17  75 -147.00   59.00        0.9075
  18  75 -145.00   59.00        0.9075
  19  75 -143.00   59.00        0.9559
  20  75 -141.00   59.00        0.9559
  21  75 -139.00   59.00        1.5353
  22  75 -137.00   59.00        1.7284
  23  75 -135.00   59.00        1.7043
  24  75 -133.00   59.00        1.6802
  25  75 -131.00   59.00        1.6727
  26  75 -129.00   59.00        1.6503
  27  75 -127.00   59.00        1.6503
  28  75 -125.00   59.00        1.6472
  29  75 -123.00   59.00        1.6472
  30  75 -121.00   59.00        1.6723
  31  75 -119.00   59.00        1.6806
  32  75 -117.00   59.00        1.7226
  33  75 -115.00   59.00        1.7646
  34  75 -113.00   59.00        1.7827
  35  75 -111.00   59.00        1.8370
  36  75 -109.00   59.00        1.8370
  37  75 -107.00   59.00        1.8886
  38  75 -105.00   59.00        1.8886
  39  75 -103.00   59.00        1.9397
  40  75 -101.00   59.00        1.9567
  41  75  -99.00   59.00        2.0112
  42  75  -97.00   59.00        2.0657
  43  75  -95.00   59.00        2.0955
  44  75  -93.00   59.00        2.1849
  45  75  -91.00   59.00        2.1849
  46  75  -89.00   59.00        2.1865
  47  75  -87.00   59.00        2.1865
  48  75  -85.00   59.00        2.0392
  49  75  -83.00   59.00        1.9901
  50  75  -81.00   59.00        1.8736
  51  75  -79.00   59.00        1.7571
  52  75  -77.00   59.00        1.6925
  53  75  -75.00   59.00        1.4990
  54  75  -73.00   59.00        1.4990
  55  75  -71.00   59.00        1.3212
  56  75  -69.00   59.00        1.3212
  57  75  -67.00   59.00        1.2291
  58  75  -65.00   59.00        1.1984
  59  75  -63.00   59.00        1.1457
  60  75  -61.00   59.00        1.0931
  61  75  -59.00   59.00        1.1431
  62  75  -57.00   59.00        1.2932
  63  75  -55.00   59.00        1.2932
  64  75  -53.00   59.00        1.1047
  65  75  -51.00   59.00        1.1047
  66  75  -49.00   59.00        0.9488
  67  75  -47.00   59.00        0.8969
  68  75  -45.00   59.00        0.7979
  69  75  -43.00   59.00        0.6990
  70  75  -41.00   59.00        0.6591
  71  75  -39.00   59.00        0.5395
  72  75  -37.00   59.00        0.5395
  73  75  -35.00   59.00        0.5013
  74  75  -33.00   59.00        0.5013
  75  75  -31.00   59.00        0.2015
  76  75  -29.00   59.00        0.1016
  77  75  -27.00   59.00        0.1351
  78  75  -25.00   59.00        0.1685
  79  75  -23.00   59.00        0.1993
  80  75  -21.00   59.00        0.2918
  81  75  -19.00   59.00        0.2918
  82  75  -17.00   59.00        0.4309
  83  75  -15.00   59.00        0.4309
  84  75  -13.00   59.00        0.5291
  85  75  -11.00   59.00        0.5618
  86  75   -9.00   59.00        0.8519
  87  75   -7.00   59.00        1.1419
  88  75   -5.00   59.00        1.2568
  89  75   -3.00   59.00        1.6013
  90  75   -1.00   59.00        1.6013
  91  75    1.00   59.00        0.8765
  92  75    3.00   59.00        0.8765
  93  75    5.00   59.00        1.5771
  94  75    7.00   59.00        1.8106
  95  75    9.00   59.00        1.8450
  96  75   11.00   59.00        1.8795
  97  75   13.00   59.00        1.8928
  98  75   15.00   59.00        1.9328
  99  75   17.00   59.00        1.9328
 100  75   19.00   59.00        1.9796
 101  75   21.00   59.00        1.9796
 102  75   23.00   59.00        2.0196
 103  75   25.00   59.00        2.0330
 104  75   27.00   59.00        2.0565
 105  75   29.00   59.00        2.0800
 106  75   31.00   59.00        2.0857
 107  75   33.00   59.00        2.1026
 108  75   35.00   59.00        2.1026
 109  75   37.00   59.00        2.0938
 110  75   39.00   59.00        2.0938
 111  75   41.00   59.00        2.0656
 112  75   43.00   59.00        2.0563
 113  75   45.00   59.00        2.0274
 114  75   47.00   59.00        1.9985
 115  75   49.00   59.00        1.9850
 116  75   51.00   59.00        1.9447
 117  75   53.00   59.00        1.9447
 118  75   55.00   59.00        1.9039
 119  75   57.00   59.00        1.9039
 120  75   59.00   59.00        1.8848
 121  75   61.00   59.00        1.8784
 122  75   63.00   59.00        1.8790
 123  75   65.00   59.00        1.8795
 124  75   67.00   59.00        1.8874
 125  75   69.00   59.00        1.9110
 126  75   71.00   59.00        1.9110
 127  75   73.00   59.00        1.9617
 128  75   75.00   59.00        1.9617
 129  75   77.00   59.00        1.9980
 130  75   79.00   59.00        2.0101
 131  75   81.00   59.00        2.0302
 132  75   83.00   59.00        2.0502
 133  75   85.00   59.00        2.0566
 134  75   87.00   59.00        2.0759
 135  75   89.00   59.00        2.0759
 136  75   91.00   59.00        2.0791
 137  75   93.00   59.00        2.0791
 138  75   95.00   59.00        2.0699
 139  75   97.00   59.00        2.0668
 140  75   99.00   59.00        2.0534
 141  75  101.00   59.00        2.0401
 142  75  103.00   59.00        2.0331
 143  75  105.00   59.00        2.0122
 144  75  107.00   59.00        2.0122
 145  75  109.00   59.00        1.9996
 146  75  111.00   59.00        1.9996
 147  75  113.00   59.00        2.0100
 148  75  115.00   59.00        2.0134
 149  75  117.00   59.00        2.0315
 150  75  119.00   59.00        2.0495
 151  75  121.00   59.00        2.0599
 152  75  123.00   59.00        2.0910
 153  75  125.00   59.00        2.0910
 154  75  127.00   59.00        2.1345
 155  75  129.00   59.00        2.1345
 156  75  131.00   59.00        2.1553
 157  75  133.00   59.00        2.1622
 158  75  135.00   59.00        2.1720
 159  75  137.00   59.00        2.1818
 160  75  139.00   59.00        2.1884
 161  75  141.00   59.00        2.2081
 162  75  143.00   59.00        2.2081
 163  75  145.00   59.00        2.2104
 164  75  147.00   59.00        2.2104
 165  75  149.00   59.00        2.1804
 166  75  151.00   59.00        2.1704
 167  75  153.00   59.00        2.1404
 168  75  155.00   59.00        2.1105
 169  75  157.00   59.00        2.0923
 170  75  159.00   59.00        2.0379
 171  75  161.00   59.00        2.0379
 172  75  163.00   59.00        1.9567
 173  75  165.00   59.00        1.9567
 174  75  167.00   59.00        1.5994
 175  75  169.00   59.00        1.4803
 176  75  171.00   59.00        1.3528
 177  75  173.00   59.00        1.2252
 178  75  175.00   59.00        1.2008
 179  75  177.00   59.00        1.1277
 180  75  179.00   59.00        1.1277
   1  76 -179.00   61.00        1.3501
   2  76 -177.00   61.00        1.3501
   3  76 -175.00   61.00        1.9496
   4  76 -173.00   61.00        2.1495
   5  76 -171.00   61.00        2.1061
   6  76 -169.00   61.00        2.0628
   7  76 -167.00   61.00        2.0470
   8  76 -165.00   61.00        1.9996
   9  76 -163.00   61.00        1.9996
  10  76 -161.00   61.00        1.9705
  11  76 -159.00   61.00        1.9705
  12  76 -157.00   61.00        1.9593
  13  76 -155.00   61.00        1.9555
  14  76 -153.00   61.00        1.9405
  15  76 -151.00   61.00        1.9254
  16  76 -149.00   61.00        1.9211
  17  76 -147.00   61.00        1.9083
  18  76 -145.00   61.00        1.9083
  19  76 -143.00   61.00        1.8907
  20  76 -141.00   61.00        1.8907
  21  76 -139.00   61.00        1.8755
  22  76 -137.00   61.00        1.8704
  23  76 -135.00   61.00        1.8637
  24  76 -133.00   61.00        1.8571
  25  76 -131.00   61.00        1.8626
  26  76 -129.00   61.00        1.8790
  27  76 -127.00   61.00        1.8790
  28  76 -125.00   61.00        1.9189
  29  76 -123.00   61.00        1.9189
  30  76 -121.00   61.00        1.9608
  31  76 -119.00   61.00        1.9747
  32  76 -117.00   61.00        2.0167
  33  76 -115.00   61.00        2.0587
  34  76 -113.00   61.00        2.0714
  35  76 -111.00   61.00        2.1094
  36  76 -109.00   61.00        2.1094
  37  76 -107.00   61.00        2.1445
  38  76 -105.00   61.00        2.1445
  39  76 -103.00   61.00        2.1976
  40  76 -101.00   61.00        2.2153
  41  76  -99.00   61.00        2.2685
  42  76  -97.00   61.00        2.3218
  43  76  -95.00   61.00        2.3327
  44  76  -93.00   61.00        2.3655
  45  76  -91.00   61.00        2.3655
  46  76  -89.00   61.00        2.2426
  47  76  -87.00   61.00        2.2426
  48  76  -85.00   61.00        2.0654
  49  76  -83.00   61.00        2.0064
  50  76  -81.00   61.00        1.8781
  51  76  -79.00   61.00        1.7498
  52  76  -77.00   61.00        1.6841
  53  76  -75.00   61.00        1.4869
  54  76  -73.00   61.00        1.4869
  55  76  -71.00   61.00        1.2857
  56  76  -69.00   61.00        1.2857
  57  76  -67.00   61.00        1.1883
  58  76  -65.00   61.00        1.1559
  59  76  -63.00   61.00        1.1045
  60  76  -61.00   61.00        1.0532
  61  76  -59.00   61.00        1.1247
  62  76  -57.00   61.00        1.3390
  63  76  -55.00   61.00        1.3390
  64  76  -53.00   61.00        1.1998
  65  76  -51.00   61.00        1.1998
  66  76  -49.00   61.00        1.1020
  67  76  -47.00   61.00        1.0694
  68  76  -45.00   61.00        1.1022
  69  76  -43.00   61.00        1.1349
  70  76  -41.00   61.00        1.1544
  71  76  -39.00   61.00        1.2129
  72  76  -37.00   61.00        1.2129
  73  76  -35.00   61.00        1.2913
  74  76  -33.00   61.00        1.2913
  75  76  -31.00   61.00        0.4163
  76  76  -29.00   61.00        0.1246
  77  76  -27.00   61.00        0.1427
  78  76  -25.00   61.00        0.1609
  79  76  -23.00   61.00        0.2395
  80  76  -21.00   61.00        0.4751
  81  76  -19.00   61.00        0.4751
  82  76  -17.00   61.00        0.4190
  83  76  -15.00   61.00        0.4190
  84  76  -13.00   61.00        0.5170
  85  76  -11.00   61.00        0.5496
  86  76   -9.00   61.00        0.6487
  87  76   -7.00   61.00        0.7478
  88  76   -5.00   61.00        0.9214
  89  76   -3.00   61.00        1.4423
  90  76   -1.00   61.00        1.4423
  91  76    1.00   61.00        0.8279
  92  76    3.00   61.00        0.8279
  93  76    5.00   61.00        1.5847
  94  76    7.00   61.00        1.8370
  95  76    9.00   61.00        1.8734
  96  76   11.00   61.00        1.9097
  97  76   13.00   61.00        1.9234
  98  76   15.00   61.00        1.9644
  99  76   17.00   61.00        1.9644
 100  76   19.00   61.00        2.0099
 101  76   21.00   61.00        2.0099
 102  76   23.00   61.00        2.0440
 103  76   25.00   61.00        2.0554
 104  76   27.00   61.00        2.0727
 105  76   29.00   61.00        2.0901
 106  76   31.00   61.00        2.0941
 107  76   33.00   61.00        2.1061
 108  76   35.00   61.00        2.1061
 109  76   37.00   61.00        2.0998
 110  76   39.00   61.00        2.0998
 111  76   41.00   61.00        2.0769
 112  76   43.00   61.00        2.0692
 113  76   45.00   61.00        2.0438
 114  76   47.00   61.00        2.0184
 115  76   49.00   61.00        2.0072
 116  76   51.00   61.00        1.9737
 117  76   53.00   61.00        1.9737
 118  76   55.00   61.00        1.9508
 119  76   57.00   61.00        1.9508
 120  76   59.00   61.00        1.9438
 121  76   61.00   61.00        1.9415
 122  76   63.00   61.00        1.9468
 123  76   65.00   61.00        1.9521
 124  76   67.00   61.00        1.9607
 125  76   69.00   61.00        1.9864
 126  76   71.00   61.00        1.9864
 127  76   73.00   61.00        2.0337
 128  76   75.00   61.00        2.0337
 129  76   77.00   61.00        2.0661
 130  76   79.00   61.00        2.0769
 131  76   81.00   61.00        2.0934
 132  76   83.00   61.00        2.1099
 133  76   85.00   61.00        2.1141
 134  76   87.00   61.00        2.1268
 135  76   89.00   61.00        2.1268
 136  76   91.00   61.00        2.1250
 137  76   93.00   61.00        2.1250
 138  76   95.00   61.00        2.1117
 139  76   97.00   61.00        2.1073
 140  76   99.00   61.00        2.0940
 141  76  101.00   61.00        2.0807
 142  76  103.00   61.00        2.0764
 143  76  105.00   61.00        2.0634
 144  76  107.00   61.00        2.0634
 145  76  109.00   61.00        2.0606
 146  76  111.00   61.00        2.0606
 147  76  113.00   61.00        2.0758
 148  76  115.00   61.00        2.0808
 149  76  117.00   61.00        2.0975
 150  76  119.00   61.00        2.1142
 151  76  121.00   61.00        2.1252
 152  76  123.00   61.00        2.1581
 153  76  125.00   61.00        2.1581
 154  76  127.00   61.00        2.2075
 155  76  129.00   61.00        2.2075
 156  76  131.00   61.00        2.2416
 157  76  133.00   61.00        2.2530
 158  76  135.00   61.00        2.2748
 159  76  137.00   61.00        2.2965
 160  76  139.00   61.00        2.3072
 161  76  141.00   61.00        2.3393
 162  76  143.00   61.00        2.3393
 163  76  145.00   61.00        2.3505
 164  76  147.00   61.00        2.3505
 165  76  149.00   61.00        2.3213
 166  76  151.00   61.00        2.3116
 167  76  153.00   61.00        2.2759
 168  76  155.00   61.00        2.2401
 169  76  157.00   61.00        2.2219
 170  76  159.00   61.00        2.1674
 171  76  161.00   61.00        2.1674
 172  76  163.00   61.00        2.0966
 173  76  165.00   61.00        2.0966
 174  76  167.00   61.00        2.0563
 175  76  169.00   61.00        2.0429
 176  76  171.00   61.00        1.7371
 177  76  173.00   61.00        1.4314
 178  76  175.00   61.00        1.4086
 179  76  177.00   61.00        1.3403
 180  76  179.00   61.00        1.3403
   1  77 -179.00   63.00        2.2267
   2  77 -177.00   63.00        2.2267
   3  77 -175.00   63.00        2.2064
   4  77 -173.00   63.00        2.1997
   5  77 -171.00   63.00        2.1560
